EVTDESC90820406;A $COUNTRY_ADJ$ Line ship, the Titanic, has sunk while crossing the Atlantic Ocean on her mayden voyage. The ship, the largest moving object in the world, was carying 2,208 passengers and crew when she struck an iceberg and sunk. 1,503 souls perished at the disaster, and experts are putting the blame on the $COUNTRY_ADJ$ Line's top executives, who had not provided enough life boats for all passengers sailing on the Titanic, and on the $COUNTRY_ADJ$ government, which failed to pass adequate safety regulations. This has caused a global public outcry against irresponsible capitalism to erupt.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA90820406;We must reform to avoid such a tragedy occuring again!;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB90820406;This was just a freak accident.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME90820407;Ghosts of the Titanic;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC90820407;The aftermath of the Titanic disaster has created a wave of support for safety regulations in the developed world. The people are demanding such things of the government as not letting capitalists reap huge profits from shipping lines without first providing a bare minimum of safety for the passengers.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA90820407;We must reform to avoid such a tragedy occuring again!;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB90820407;This was just a freak accident.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME90820408;Preventing Another Titanic;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC90820408;The powerful pro-regulation lobby created in the aftermath of the deadly Titanic disaster has achieved its goals, ensuring world-class safety standards in $COUNTRY$. Ships, trains, airplanes, automobiles, and everything else, is safer as a result.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA90820408;It was the right thing to do.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
